Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
NPM3,Nucleophosmin/Nucleoplasmin 3,Protein Coding,43,GC10M101781,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPM3
NSMCE3,"NSE3 Homolog, SMC5-SMC6 Complex Component",Protein Coding,43,GC15M029648,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSMCE3
NUDT21,Nudix Hydrolase 21,Protein Coding,43,GC16M056429,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT21
NUP37,Nucleoporin 37,Protein Coding,43,GC12M102073,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP37
NUP42,Nucleoporin 42,Protein Coding,43,GC07P023255,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP42
PCNX1,Pecanex 1,Protein Coding,43,GC14P070908,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNX1
PFDN2,Prefoldin Subunit 2,Protein Coding,43,GC01M161100,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFDN2
PJA2,Praja Ring Finger Ubiquitin Ligase 2,Protein Coding,43,GC05M109334,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PJA2
POLR2G,RNA Polymerase II Subunit G,Protein Coding,43,GC11P062867,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2G
PPIL4,Peptidylprolyl Isomerase Like 4,Protein Coding,43,GC06M149504,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIL4
PPP6R1,Protein Phosphatase 6 Regulatory Subunit 1,Protein Coding,43,GC19M074182,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP6R1
PPP6R3,Protein Phosphatase 6 Regulatory Subunit 3,Protein Coding,43,GC11P068460,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP6R3
PSMA8,Proteasome 20S Subunit Alpha 8,Protein Coding,43,GC18P026133,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA8
RBM22,RNA Binding Motif Protein 22,Protein Coding,43,GC05M150690,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM22
RIOX2,Ribosomal Oxygenase 2,Protein Coding,43,GC03M097942,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIOX2
RPL38,Ribosomal Protein L38,Protein Coding,43,GC17P074204,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL38
RPS21,Ribosomal Protein S21,Protein Coding,43,GC20P062387,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS21
RPS25,Ribosomal Protein S25,Protein Coding,43,GC11M119015,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS25
RRP12,Ribosomal RNA Processing 12 Homolog,Protein Coding,43,GC10M097356,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRP12
SAMD4B,Sterile Alpha Motif Domain Containing 4B,Protein Coding,43,GC19P039342,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMD4B
SART3,"Spliceosome Associated Factor 3, U4/U6 Recycling Protein",Protein Coding,43,GC12M108522,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SART3
SEC16A,"SEC16 Homolog A, Endoplasmic Reticulum Export Factor",Protein Coding,43,GC09M136440,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC16A
SF3A3,Splicing Factor 3a Subunit 3,Protein Coding,43,GC01M037956,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3A3
SKIC8,SKI8 Subunit Of Superkiller Complex,Protein Coding,43,GC15M129360,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKIC8
SNRPA1,Small Nuclear Ribonucleoprotein Polypeptide A',Protein Coding,43,GC15M101281,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPA1
SNRPB2,Small Nuclear Ribonucleoprotein Polypeptide B2,Protein Coding,43,GC20P016730,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPB2
SNRPF,Small Nuclear Ribonucleoprotein Polypeptide F,Protein Coding,43,GC12P095858,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPF
SRP14,Signal Recognition Particle 14,Protein Coding,43,GC15M040035,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRP14
SRSF10,Serine And Arginine Rich Splicing Factor 10,Protein Coding,43,GC01M023964,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF10
TCF25,Transcription Factor 25,Protein Coding,43,GC16P089873,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF25
TIPIN,TIMELESS Interacting Protein,Protein Coding,43,GC15M066336,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIPIN
TMED2,Transmembrane P24 Trafficking Protein 2,Protein Coding,43,GC12P123584,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMED2
TOMM34,Translocase Of Outer Mitochondrial Membrane 34,Protein Coding,43,GC20M044942,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOMM34
TRIM41,Tripartite Motif Containing 41,Protein Coding,43,GC05P181222,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM41
TRMT11,TRNA Methyltransferase 11 Homolog,Protein Coding,43,GC06P125986,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT11
TRMT112,TRNA Methyltransferase Activator Subunit 11-2,Protein Coding,43,GC11M064316,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT112
VPS18,VPS18 Core Subunit Of CORVET And HOPS Complexes,Protein Coding,43,GC15P040894,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS18
WDR82,WD Repeat Domain 82,Protein Coding,43,GC03M052254,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR82
ZNF207,Zinc Finger Protein 207,Protein Coding,43,GC17P066356,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF207
ZNF326,Zinc Finger Protein 326,Protein Coding,43,GC01P089995,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF326
ZNHIT6,Zinc Finger HIT-Type Containing 6,Protein Coding,43,GC01M085649,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNHIT6
ANGEL1,Angel Homolog 1,Protein Coding,42,GC14M077172,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGEL1
ARFIP1,ADP Ribosylation Factor Interacting Protein 1,Protein Coding,42,GC04P152779,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFIP1
ASCC2,Activating Signal Cointegrator 1 Complex Subunit 2,Protein Coding,42,GC22M029788,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCC2
ASCL2,Achaete-Scute Family BHLH Transcription Factor 2,Protein Coding,42,GC11M004998,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCL2
AUP1,AUP1 Lipid Droplet Regulating VLDL Assembly Factor,Protein Coding,42,GC02M074526,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AUP1
BRIX1,Biogenesis Of Ribosomes BRX1,Protein Coding,42,GC05P034916,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRIX1
CNN3,Calponin 3,Protein Coding,42,GC01M094896,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNN3
COPS4,COP9 Signalosome Subunit 4,Protein Coding,42,GC04P083034,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPS4
CPEB3,Cytoplasmic Polyadenylation Element Binding Protein 3,Protein Coding,42,GC10M092046,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPEB3
CSNK1A1L,Casein Kinase 1 Alpha 1 Like,Protein Coding,42,GC13M037103,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK1A1L
CTC1,CST Telomere Replication Complex Component 1,Protein Coding,42,GC17M011755,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTC1
DDX28,DEAD-Box Helicase 28,Protein Coding,42,GC16M069056,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX28
DEPDC1,DEP Domain Containing 1,Protein Coding,42,GC01M068474,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEPDC1
DHRS7B,Dehydrogenase/Reductase 7B,Protein Coding,42,GC17P065981,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHRS7B
DHX40,DEAH-Box Helicase 40,Protein Coding,42,GC17P059565,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX40
DHX57,DExH-Box Helicase 57,Protein Coding,42,GC02M038797,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX57
EIF1B,Eukaryotic Translation Initiation Factor 1B,Protein Coding,42,GC03P040309,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF1B
GINS4,GINS Complex Subunit 4,Protein Coding,42,GC08P041529,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GINS4
GPN3,GPN-Loop GTPase 3,Protein Coding,42,GC12M110452,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPN3
GRWD1,Glutamate Rich WD Repeat Containing 1,Protein Coding,42,GC19P048445,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRWD1
GSE1,Gse1 Coiled-Coil Protein,Protein Coding,42,GC16P085171,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSE1
H2AC11,H2A Clustered Histone 11,Protein Coding,42,GC06P097024,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC11
HCFC2,Host Cell Factor C2,Protein Coding,42,GC12P104064,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCFC2
HIVEP3,HIVEP Zinc Finger 3,Protein Coding,42,GC01M041506,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIVEP3
HMG20A,High Mobility Group 20A,Protein Coding,42,GC15P077420,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMG20A
IFT52,Intraflagellar Transport 52,Protein Coding,42,GC20P043590,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT52
INSM2,INSM Transcriptional Repressor 2,Protein Coding,42,GC14P035534,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSM2
LANCL2,LanC Like Glutathione S-Transferase 2,Protein Coding,42,GC07P055365,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LANCL2
LMOD2,Leiomodin 2,Protein Coding,42,GC07P123655,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMOD2
MAGOHB,"Mago Homolog B, Exon Junction Complex Subunit",Protein Coding,42,GC12M023379,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGOHB
MCMBP,Minichromosome Maintenance Complex Binding Protein,Protein Coding,42,GC10M119829,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCMBP
MRM3,Mitochondrial RRNA Methyltransferase 3,Protein Coding,42,GC17P001913,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRM3
MRPL18,Mitochondrial Ribosomal Protein L18,Protein Coding,42,GC06P159789,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL18
MRPL2,Mitochondrial Ribosomal Protein L2,Protein Coding,42,GC06M043054,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL2
MRPL21,Mitochondrial Ribosomal Protein L21,Protein Coding,42,GC11M102717,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL21
MRPS31,Mitochondrial Ribosomal Protein S31,Protein Coding,42,GC13M040729,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS31
MRPS33,Mitochondrial Ribosomal Protein S33,Protein Coding,42,GC07M141040,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS33
MRPS34,Mitochondrial Ribosomal Protein S34,Protein Coding,42,GC16M001771,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS34
MRPS5,Mitochondrial Ribosomal Protein S5,Protein Coding,42,GC02M098986,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS5
MRPS6,Mitochondrial Ribosomal Protein S6,Protein Coding,42,GC21P034140,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS6
NELFB,Negative Elongation Factor Complex Member B,Protein Coding,42,GC09P137255,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NELFB
NIFK,Nucleolar Protein Interacting With The FHA Domain Of MKI67,Protein Coding,42,GC02M121726,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIFK
NOA1,Nitric Oxide Associated 1,Protein Coding,42,GC04M056963,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOA1
NSMCE1,"NSE1 Homolog, SMC5-SMC6 Complex Component",Protein Coding,42,GC16M027227,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSMCE1
NT5DC2,5'-Nucleotidase Domain Containing 2,Protein Coding,42,GC03M052524,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5DC2
NTPCR,"Nucleoside-Triphosphatase, Cancer-Related",Protein Coding,42,GC01P232950,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTPCR
PDCD2,Programmed Cell Death 2,Protein Coding,42,GC06M170594,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD2
PHAX,Phosphorylated Adaptor For RNA Export,Protein Coding,42,GC05P126600,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHAX
PIH1D1,PIH1 Domain Containing 1,Protein Coding,42,GC19M073891,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIH1D1
PNMA2,PNMA Family Member 2,Protein Coding,42,GC08M026504,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNMA2
PPP2R2D,Protein Phosphatase 2 Regulatory Subunit Bdelta,Protein Coding,42,GC10P131900,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R2D
PRRC2A,Proline Rich Coiled-Coil 2A,Protein Coding,42,GC06P096102,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRRC2A
PTCD1,Pentatricopeptide Repeat Domain 1,Protein Coding,42,GC07M099601,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCD1
QPCTL,Glutaminyl-Peptide Cyclotransferase Like,Protein Coding,42,GC19P045692,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=QPCTL
RANBP6,RAN Binding Protein 6,Protein Coding,42,GC09M006002,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP6
RPAP1,RNA Polymerase II Associated Protein 1,Protein Coding,42,GC15M041517,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPAP1
RPAP2,RNA Polymerase II Associated Protein 2,Protein Coding,42,GC01P092298,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPAP2
RPL10L,Ribosomal Protein L10 Like,Protein Coding,42,GC14M046651,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL10L
RPL36A,Ribosomal Protein L36a,Protein Coding,42,GC0XP101392,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL36A
RPRD1A,Regulation Of Nuclear Pre-MRNA Domain Containing 1A,Protein Coding,42,GC18M035984,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPRD1A
RPS27L,Ribosomal Protein S27 Like,Protein Coding,42,GC15M125733,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27L
RTRAF,"RNA Transcription, Translation And Transport Factor",Protein Coding,42,GC14P051992,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTRAF
SARNP,SAP Domain Containing Ribonucleoprotein,Protein Coding,42,GC12M055752,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SARNP
SEC22B,"SEC22 Homolog B, Vesicle Trafficking Protein",Protein Coding,42,GC01M120150,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC22B
SHCBP1,SHC Binding And Spindle Associated 1,Protein Coding,42,GC16M046578,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHCBP1
SNRPD3,Small Nuclear Ribonucleoprotein D3 Polypeptide,Protein Coding,42,GC22P024555,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPD3
THUMPD3,THUMP Domain Containing 3,Protein Coding,42,GC03P009362,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=THUMPD3
TMED5,Transmembrane P24 Trafficking Protein 5,Protein Coding,42,GC01M093150,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMED5
TMED9,Transmembrane P24 Trafficking Protein 9,Protein Coding,42,GC05P178670,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMED9
TMEM33,Transmembrane Protein 33,Protein Coding,42,GC04P041937,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM33
TRAPPC5,Trafficking Protein Particle Complex Subunit 5,Protein Coding,42,GC19P007680,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC5
TTC4,Tetratricopeptide Repeat Domain 4,Protein Coding,42,GC01P054715,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC4
TUBAL3,Tubulin Alpha Like 3,Protein Coding,42,GC10M005425,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBAL3
TUT1,"Terminal Uridylyl Transferase 1, U6 SnRNA-Specific",Protein Coding,42,GC11M102400,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUT1
TXNRD3,Thioredoxin Reductase 3,Protein Coding,42,GC03M126577,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNRD3
UTP14A,UTP14A Small Subunit Processome Component,Protein Coding,42,GC0XP129906,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTP14A
WDR6,WD Repeat Domain 6,Protein Coding,42,GC03P049007,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR6
ZFP91,"ZFP91 Zinc Finger Protein, Atypical E3 Ubiquitin Ligase",Protein Coding,42,GC11P058580,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP91
ZNF3,Zinc Finger Protein 3,Protein Coding,42,GC07M100063,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF3
ZNF346,Zinc Finger Protein 346,Protein Coding,42,GC05P177022,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF346
AKAP8L,A-Kinase Anchoring Protein 8 Like,Protein Coding,41,GC19M015380,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP8L
ANGEL2,Angel Homolog 2,Protein Coding,41,GC01M212992,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGEL2
ARHGAP20,Rho GTPase Activating Protein 20,Protein Coding,41,GC11M110577,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP20
ARMC8,Armadillo Repeat Containing 8,Protein Coding,41,GC03P138187,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC8
ASB4,Ankyrin Repeat And SOCS Box Containing 4,Protein Coding,41,GC07P095503,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASB4
ATP5MK,ATP Synthase Membrane Subunit K,Protein Coding,41,GC10M103391,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5MK
DUS3L,Dihydrouridine Synthase 3 Like,Protein Coding,41,GC19M007667,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUS3L
FAM91A1,Family With Sequence Similarity 91 Member A1,Protein Coding,41,GC08P123768,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM91A1
GID8,GID Complex Subunit 8 Homolog,Protein Coding,41,GC20P062938,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=GID8
KCTD5,Potassium Channel Tetramerization Domain Containing 5,Protein Coding,41,GC16P002682,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD5
LRRC41,Leucine Rich Repeat Containing 41,Protein Coding,41,GC01M046261,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC41
MAP6,Microtubule Associated Protein 6,Protein Coding,41,GC11M075586,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP6
MRPL14,Mitochondrial Ribosomal Protein L14,Protein Coding,41,GC06M044113,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL14
MRPL55,Mitochondrial Ribosomal Protein L55,Protein Coding,41,GC01M228250,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL55
MRPS11,Mitochondrial Ribosomal Protein S11,Protein Coding,41,GC15P088467,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS11
MRPS15,Mitochondrial Ribosomal Protein S15,Protein Coding,41,GC01M036455,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS15
MRPS26,Mitochondrial Ribosomal Protein S26,Protein Coding,41,GC20P004616,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS26
PARP16,Poly(ADP-Ribose) Polymerase Family Member 16,Protein Coding,41,GC15M125766,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP16
PRPSAP2,Phosphoribosyl Pyrophosphate Synthetase Associated Protein 2,Protein Coding,41,GC17P065876,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPSAP2
RPP38,Ribonuclease P/MRP Subunit P38,Protein Coding,41,GC10P015097,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPP38
SDAD1,SDA1 Domain Containing 1,Protein Coding,41,GC04M075940,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDAD1
STON2,Stonin 2,Protein Coding,41,GC14M081260,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=STON2
TEFM,"Transcription Elongation Factor, Mitochondrial",Protein Coding,41,GC17M030897,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEFM
UBXN1,UBX Domain Protein 1,Protein Coding,41,GC11M102412,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBXN1
WASHC4,WASH Complex Subunit 4,Protein Coding,41,GC12P105108,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=WASHC4
ZBTB10,Zinc Finger And BTB Domain Containing 10,Protein Coding,41,GC08P080485,0.173364341,https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB10
